# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cycles:u'
# Event count (approx.): 2989206917
#
# Overhead  Command    Shared Object         Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
# ........  .........  ....................  ...........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.03%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M64::ByteSizeLong() const
     0.03%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95_M96_M97_M98_M99_M100_M101::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.03%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17_M24_M41_M63_M68_M80_M86_M91_M96_M99_M100_M102_M103_M104::ByteSizeLong() const
     0.03%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M18_M39_M45_M54_M80_M91::ByteSizeLong() const
     0.03%  proto_run  proto_run             [.] fleetbench::proto::Message8_M2_M6_M12_M24_M35_M63::ByteSizeLong() const
     0.03%  proto_run  proto_run             [.] google::protobuf::internal::WireFormatLite::ZigZagEncode64(long)
     0.03%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73_M75::ByteSizeLong() const
     0.03%  proto_run  libc.so.6             [.] 0x00000000001a6931
     0.03%  proto_run  libc.so.6             [.] 0x00000000001a6987
     0.02%  proto_run  libc.so.6             [.] 0x00000000001a6c17
     0.02%  proto_run  proto_run             [.] google::protobuf::RepeatedField<int>::size() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19::Message7_M2_M19(google::protobuf::Arena*)
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95_M96_M97_M98_M99_M100_M101_M102_E54_IsValid(int)
     0.02%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M1_M4_M15_M23>(google::protobuf::Arena*)
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95_M96_M97_M98_M99::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95_M96_M97_M98_M99(google::protobuf::Arena*)
     0.02%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95_M96_M97_M98_M99_M100>(google::protobuf::Arena*)
     0.02%  proto_run  libstdc++.so.6.0.30   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long)@plt
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a4084
     0.02%  proto_run  proto_run             [.] int const& std::max<int>(int const&, int const&)
     0.02%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95_M96_M97_M98_M99>(google::protobuf::Arena*)
     0.02%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message6_M1_M15_M23_M28_M42_M45>(google::protobuf::Arena*)
     0.02%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message3_M2_M10>(google::protobuf::Arena*)
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message4_M3_M9_M25_M38_M47_M53_M71::Message4_M3_M9_M25_M38_M47_M53_M71(google::protobuf::Arena*)
     0.02%  proto_run  proto_run             [.] absl::lts_20240116::log_internal::GetReferenceableValue(long)
     0.02%  proto_run  proto_run             [.] google::protobuf::internal::AllocateAtLeast(unsigned long)
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a48aa
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a4495
     0.02%  proto_run  proto_run             [.] google::protobuf::RepeatedField<int>::Add(int)
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M16_M33_M53_M74::Message8_M1_M4_M15_M16_M33_M53_M74(google::protobuf::Arena*)
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a487e
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M23_M40_M48_M73_M79::Message8_M1_M4_M15_M23_M40_M48_M73_M79(google::protobuf::Arena*)
     0.02%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message0_M9_M17_M24_M41_M63_M68_M80_M86_M91_M96_M99_M100_M102_M103_M104_M105_M106>(google::protobuf::Arena*)
     0.02%  proto_run  libstdc++.so.6.0.30   [.] memcpy@plt
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M2_M16_M22_M43::Message0_M2_M16_M22_M43(google::protobuf::Arena*)
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a189e
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a1861
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a192f
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a188d
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a1902
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a192a
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a18ff
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M2_M16_M20_M44::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message3_M4_M16_M30_M43_M50_M68::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message4_M4_M12_M23_M37::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a187b
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17_M24_M41::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message5_M2_M18_M23_M30_M45::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message5_M2_M18_M23_M30_M45_M63_M72_M82_M84::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message1_M2_M22_M34_M48::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M20_M46::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M70::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M2_M16_M22::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] google::protobuf::internal::WireFormatLite::UInt32Size(google::protobuf::RepeatedField<unsigned int> const&)
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message2_M5_M18_M23_M58_M68_M85_M94::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message4_M6_M19_M30::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message5_M10_M16_M24_M36_M48_M54_M74_M77::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message6_M1::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message5_M10_M16_M24_M36::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M14_M41_M47_M63::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message1_M11_M23_M37_M43_M62_M68_M90::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M72_M75_M88_M90::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M13_M33_M59_M77::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message7_M8_M18_M22::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M37_M38_M46_M52::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] unsigned char* google::protobuf::internal::WireFormatLite::WriteInt64ToArrayWithField<9>(google::protobuf::io::EpsCopyOutputStream*, long, unsigned char*)
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a1969
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M14_M41_M47_M63_M70_M89_M95::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message1_M6_M16_M38_M46::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message5_M10::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M2_M16_M22_M43::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21_M34_M45_M67_M84_M96_M99_M103_M108_M112_M114_M115_M116_M117_M118_M119::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M14_M29_M34_M41_M58_M66_M73_M77_M80_M83_M84_M86_M87_M88_M89_M90::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M14_M29_M34_M41_M58_M66_M73_M77_M80_M83_M84_M86_M87_M88_M89_M90_M91::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message2_M4_M16_M28_M44_M61_M86_M91_M101_M105::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17_M24_M41_M63_M68_M80_M86_M91_M95::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message6_M4_M6_M18_M29_M41_M46_M48_M51_M56_M58_M60_M61::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M80::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M18::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M11::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M49_M56::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message9_M7_M16_M26_M33::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M23_M40_M48_M73_M75_M82::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17_M24_M41_M63_M68_M80_M86_M91_M96_M99::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17_M24_M41_M55_M71_M79::ByteSizeLong() const
     0.02%  proto_run  libc.so.6             [.] 0x00000000001a6bd6
     0.02%  proto_run  proto_run             [.] unsigned char* google::protobuf::io::EpsCopyOutputStream::WriteBytes<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned char*) [clone .constprop.1]
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message5_M3_M17_M21_M42::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M11::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17::ByteSizeLong() const
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a1920
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a1718
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message2_M5_M18_M23_M58_M68_M85::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message3_M1::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a1765
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17_M24_M41_M63_M68_M80_M86::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] unsigned char* google::protobuf::internal::WireFormatLite::WriteInt64ToArrayWithField<11>(google::protobuf::io::EpsCopyOutputStream*, long, unsigned char*)
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M13_M15_M21_M37::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M23_M40_M48_M73_M75::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message8_M2_M10::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  libc.so.6             [.] 0x00000000000a1761
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message9_M7_M16::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M64_M73_M74::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message6_M4_M6_M18_M29_M41_M46_M48::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message2_M10_M19_M37::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17_M24_M41_M63::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message6_M1_M15_M23_M28_M42_M44_M47_M55_M57::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message6_M1_M15_M23_M28_M42::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message7_M1_M14::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M20::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message2_M10::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message0_M2_M16_M22::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message7_M3::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95_M96_M97::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M16::ByteSizeLong() const
     0.02%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M23_M40_M48_M73_M75_M81_M83_M88_M90_M91::ByteSizeLong() const
